Age,Gender,self_employed,family_history,treatment,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview
27,Female,No,No,No,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No
56,Female,Yes,No,No,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No
38,Male,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No
31,Female,No,No,No,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Some of them,No
40,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No
44,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No
34,Male,No,Yes,No,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Maybe,No,No,No,No
37,Male,No,No,No,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No
38,Male,No,No,No,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Yes
27,Male,No,No,No,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Yes
34,Female,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Don't know,Yes,Yes,Some of them,Some of them,No
35,Female,No,No,No,No,Yes,Don't know,No,No,No,No,Don't know,Maybe,No,Some of them,No,No
34,Male,No,No,Yes,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Yes,No
32,Male,No,No,Yes,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No
25,Male,No,No,No,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
28,Male,No,No,Yes,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No
28,Female,No,No,Yes,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No
31,Male,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Don't know,No,No,Yes,Yes,No
24,Male,No,No,No,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No
34,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No
32,Male,No,No,Yes,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No
34,Male,No,Yes,No,Yes,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe
23,Male,No,No,Yes,No,Yes,No,Yes,No,No,No,Very easy,Maybe,Maybe,Some of them,Yes,No
33,Male,No,Yes,No,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe
29,Male,No,Yes,Yes,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No
24,Male,No,Yes,No,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No
45,Male,No,No,No,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,Yes,Some of them,No
34,Female,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No
31,Male,No,No,No,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No
33,Male,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No
28,Male,No,No,No,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No
27,Male,No,No,No,Yes,No,Don't know,Not sure,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No
42,Male,No,No,No,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,No
38,Male,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
46,Male,No,Yes,Yes,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No
46,Male,No,Yes,Yes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes
41,Female,Yes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes
23,Male,No,No,No,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No
24,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No
23,Female,No,No,Yes,No,Yes,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Some of them,No
39,Male,No,No,No,No,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No
32,Female,No,Yes,No,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No
25,Male,No,Yes,Yes,No,Yes,Don't know,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No
39,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,Don't know,Yes,No,No,No,No
23,Female,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe
24,Cis Man,Yes,No,Yes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No
25,Male,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
23,Male,No,No,Yes,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Yes,Yes,No
24,"ostensibly male, unsure what that really means",No,No,Yes,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No
23,Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Some of them,No
60,Male,No,No,Yes,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No
28,Male,No,No,No,No,Yes,No,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No
28,Male,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Yes,No
30,Male,No,No,No,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe
31,Male,No,Yes,Yes,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Some of them,No,No
31,Male,Yes,No,Yes,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No
28,Male,No,No,Yes,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No
43,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No
32,Female,No,No,No,No,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
22,Male,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No
32,Male,No,No,No,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe
36,Male,No,No,Yes,No,Yes,No,No,No,No,No,Very difficult,Yes,No,Some of them,No,No
41,Female,No,Yes,Yes,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No
30,Male,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe
30,Male,Yes,Yes,Yes,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe
36,Male,No,Yes,Yes,No,No,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No
29,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Yes,No,Some of them,No,No
36,Male,No,Yes,No,No,No,Don't know,No,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No
26,Male,No,No,Yes,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No
32,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No
34,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No
46,Female,No,No,No,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No
25,Male,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No
